CR_TIME,INVOICE_SER,INVOICE_NO,INVOICE_DATE,ITEM_CODE,ITEM_NAME,SUPPLIER_CODE,SUPPLIER_NAME,STATUS,STATUS_NAME,ITEM_OUT_STATUS,STATUS_DESC,QTY_INVOICE,RETURN_QTY,QTY_PACK,QTY_UNIT,TOTAL_VALUE_INVOICE,BASE_PRICE,PHARMAIST_PRICE,COMMUNITY_PRICE,EXPIRE_DATE,BATCH_NO,CUSTOMER_CODE,CUSTOMER_NAME,CUSTOMER_ADDRESS,CUSTOMER_TYPE_CODE,EGYDRUG_CUSTOMER_TYPE,CUST_FAMILY,BRANCH_CODE,BRANCH_NAME,PROVINCE_CODE,PROVINCE_NAME,MRKZ_C,MRKZ_N,sheet src,Year,Month
2025-01-05 09:59:24,24659161,0/1/1/21901,2025-01-04 14:53:18,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,616.0,280.7112,308.0,350.0,2027-01-05,101384CB,63175,الشواربي / اسوان / بدون سموم ,9ش السيدةنفيسة ملك صبحى شنوده,5.0,pharmacy,0.0,4030304,فرع اسوان,21,أسوان,2111,اسوان,Br,2025,1
2025-01-14 09:46:58,24875316,0/1/1/712,2025-01-13 15:33:37,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-07-01,101344CB,42428,اسامة الصغير الجديدة -الصف/ مطلوب اوراق تحديث ,عزبةالسلام-الصف,5.0,pharmacy,0.0,4010303,فرع حلوان,14,الجيزة,1414,الجيزة,Br,2025,1
2025-01-22 15:20:12,25085441,0/1/1/49232,2025-01-22 13:47:25,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,3.0,0,3,0,778.8,236.59944,259.6,295.0,2026-03-02,101339CB,55801,مستشفى السلام - المهندسين / نقدى تم ابرام عقد ,2 شارع سوريا المهندسين,5.0,pharmacy,0.0,4010401,فرع المهندسين,14,الجيزة,1427,الدقى,Br,2025,1
2025-01-26 10:32:27,25139035,0/1/1/1289,2025-01-25 15:08:44,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-07-01,101344CB,42347,احمد غلوش حلوان ,محل رقم 1عمارة رقم 1مجاورة30 مدينه15مايو,5.0,pharmacy,0.0,4010303,فرع حلوان,1,القاهره,2701,حلوان,Br,2025,1
2025-01-07 10:28:33,24710243,0/1/1/70604,2025-01-06 14:33:53,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,519.2,236.59944,259.6,295.0,2026-03-02,101339CB,42395,احمد و احمد / مصر الجديدة,9 شارع البوستة من شارع الاهرام - مصر الجديدة - بجوار ملاهى ادهم,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,0,0,Br,2025,1
2025-01-27 15:51:50,25175168,0/1/1/74040,2025-01-27 11:02:46,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,519.2,236.59944,259.6,295.0,2026-03-02,101339CB,42395,احمد و احمد / مصر الجديدة,9 شارع البوستة من شارع الاهرام - مصر الجديدة - بجوار ملاهى ادهم,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,0,0,Br,2025,1
2025-01-01 12:53:44,24572738,0/1/1/43,2025-01-01 10:28:29,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,616.0,280.7112,308.0,350.0,2027-04-01,101515CB,42395,احمد و احمد / مصر الجديدة,9 شارع البوستة من شارع الاهرام - مصر الجديدة - بجوار ملاهى ادهم,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,0,0,Br,2025,1
2025-01-11 15:01:52,24803329,0/1/1/71192,2025-01-11 10:42:05,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,5.0,0,5,0,1540.0,280.7112,308.0,350.0,2027-04-01,101515CB,42395,احمد و احمد / مصر الجديدة,9 شارع البوستة من شارع الاهرام - مصر الجديدة - بجوار ملاهى ادهم,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,0,0,Br,2025,1
2025-01-13 13:04:18,24837188,0/1/1/59405,2025-01-12 13:14:28,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-03-02,101339CB,2813,اسامة و احمد / كفر طهرمس ,19ش كفر طهرمس برج الاهرام فيصل,5.0,pharmacy,0.0,4010402,فرع ربيع الجيزى المنيل سابقا,14,الجيزة,1414,الجيزة,Br,2025,1
2025-01-14 10:25:24,24857187,0/1/1/1152,2025-01-13 10:44:27,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-02-01,101506CB,38695,الاوليمبي / وابور المياة,شارع مهندس احمد اسماعيل -سور النادى الاوليمبى محرم بك وابور المياة - 22 احمد شوقى,5.0,pharmacy,0.0,4020405,فرع باب شرق,2,الأسكندريه,201,الاسكندرية,Br,2025,1
2025-01-04 15:28:21,24625566,0/1/1/311,2025-01-02 14:33:05,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,10.0,0,10,0,2596.0,236.59944,259.6,295.0,2026-04-01,101343CB,44007,باسم / السيده زينب ( مطلوب بطاقه ضريبيه حديثه ),2 شارع الحوض المرصود شارع قدرى السيدة زينب,5.0,pharmacy,0.0,4010302,فرع شريف,1,القاهره,108,السيده زينب,Br,2025,1
2025-01-04 15:28:21,24625566,0/1/1/311,2025-01-02 14:33:05,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,10.0,0,10,0,3080.0,280.7112,308.0,350.0,2027-06-01,101520CB,44007,باسم / السيده زينب ( مطلوب بطاقه ضريبيه حديثه ),2 شارع الحوض المرصود شارع قدرى السيدة زينب,5.0,pharmacy,0.0,4010302,فرع شريف,1,القاهره,108,السيده زينب,Br,2025,1
2025-01-09 15:57:09,24757097,0/1/1/58909,2025-01-08 13:57:46,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-03-02,101339CB,56223,ايهاب_فيصل.--RG / مطلوب سجل تجارى سارى ,8 شارع محمد ناجح جزار الشهيد فارس عزبة جبريل,5.0,pharmacy,0.0,4010402,فرع ربيع الجيزى المنيل سابقا,14,الجيزة,1414,الجيزة,Br,2025,1
2025-01-23 11:18:25,25070716,0/1/1/1422,2025-01-21 22:28:31,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-02-01,101388,5450,الهدى و النور - الهرم ,7 شارع صابر من شارع سعد بن ابي وقاص - خلف اوبرج الهرم,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,1
2025-01-23 11:18:25,25070716,0/1/1/1422,2025-01-21 22:28:31,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,3.0,0,3,0,924.0,280.7112,308.0,350.0,2027-06-01,101520CB,5450,الهدى و النور - الهرم ,7 شارع صابر من شارع سعد بن ابي وقاص - خلف اوبرج الهرم,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,1
2025-01-27 15:07:43,25189701,0/1/1/1786,2025-01-27 14:20:15,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,3.0,0,3,0,924.0,280.7112,308.0,350.0,2027-06-01,101520CB,5450,الهدى و النور - الهرم ,7 شارع صابر من شارع سعد بن ابي وقاص - خلف اوبرج الهرم,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,1
2025-01-27 13:42:19,25162104,0/1/1/1734,2025-01-26 14:41:01,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,3.0,0,3,0,924.0,280.7112,308.0,350.0,2027-06-01,101520CB,5450,الهدى و النور - الهرم ,7 شارع صابر من شارع سعد بن ابي وقاص - خلف اوبرج الهرم,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,1
2025-01-05 09:28:13,24606351,0/1/1/127,2025-01-02 10:01:40,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-06-01,101520CB,11903,امانى - نجع حمادى / بدون سموم / مطلوب نموذج ربط للصيدلية برقم ترخيص ( 264 ),شارع المحطة / بين مصر واسوان ,5.0,pharmacy,0.0,4030301,فرع نجع حمادي,20,قنا,2008,نجع حمادى,Br,2025,1
2025-01-07 13:21:47,24731452,0/1/1/70688,2025-01-07 11:54:51,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,4.0,0,4,0,1232.0,280.7112,308.0,350.0,2027-04-01,101515CB,66836,سامى - مصر الجديدة ,27 شارع اسكندريه ميان الجامع,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,129,مصر الجديده,Br,2025,1
2025-01-21 14:22:12,25048456,0/1/1/73093,2025-01-21 11:02:43,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,519.2,236.59944,259.6,295.0,2026-03-02,101339CB,9100,سارة جاد  / مصر الجديدة  ,96 ش بيروت م الجديدة / القاهرة ,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,129,مصر الجديده,Br,2025,1
2025-01-29 12:50:36,25199308,0/1/1/3983,2025-01-28 09:51:18,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-06-01,101522CB,16389,سلامة/ 1/30,205 حارة المسقى - شارع المسلة - المطرية / القاهرة,5.0,pharmacy,0.0,4010101,فرع الزيتون,1,القاهره,724,المطرية,Br,2025,1
2025-01-11 10:22:15,24763830,0/1/1/537,2025-01-08 15:50:43,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,3.0,0,3,0,778.8,236.59944,259.6,295.0,2026-02-01,101325CB,34441,ريجان عبدالرحمن -6اكتوبر (مطلوب سجل حديث ),الحي 3 مج 8 عماره 1725محل 1,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,1
2025-01-27 13:43:18,25164003,0/3/1/342,2025-01-26 15:31:23,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-02-01,101325CB,34441,ريجان عبدالرحمن -6اكتوبر (مطلوب سجل حديث ),الحي 3 مج 8 عماره 1725محل 1,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,1
2025-01-11 12:15:55,24793255,0/1/1/584,2025-01-09 15:39:00,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,3.0,0,3,0,924.0,280.7112,308.0,350.0,2027-02-01,101388,34441,ريجان عبدالرحمن -6اكتوبر (مطلوب سجل حديث ),الحي 3 مج 8 عماره 1725محل 1,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,1
2025-01-13 13:42:02,24847320,0/2/1/439,2025-01-12 15:49:57,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,3.0,0,3,0,924.0,280.7112,308.0,350.0,2027-02-01,101388,34441,ريجان عبدالرحمن -6اكتوبر (مطلوب سجل حديث ),الحي 3 مج 8 عماره 1725محل 1,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,1
2025-01-21 11:23:06,25025033,0/1/1/1299,2025-01-20 12:36:24,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,3.0,0,3,0,924.0,280.7112,308.0,350.0,2027-02-01,101388,34441,ريجان عبدالرحمن -6اكتوبر (مطلوب سجل حديث ),الحي 3 مج 8 عماره 1725محل 1,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,1
2025-01-29 10:46:15,25192317,0/3/1/353,2025-01-27 15:30:01,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,616.0,280.7112,308.0,350.0,2027-06-01,101520CB,34441,ريجان عبدالرحمن -6اكتوبر (مطلوب سجل حديث ),الحي 3 مج 8 عماره 1725محل 1,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,1
2025-01-02 11:43:27,24573817,0/1/1/47,2025-01-01 10:44:27,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-06-01,101519CB,39833, سمير الجديده - الزيتون,35 ش الاصبغ بالزيتون,5.0,pharmacy,0.0,4010101,فرع الزيتون,1,القاهره,125,الزيتون,Br,2025,1
2025-01-25 10:31:38,25103161,0/1/1/73549,2025-01-23 12:06:43,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-03-02,101339CB,39676,سامح الامام  - 4021589,قطعة 10بلوك107ش محمد احمد سليم الحى السابع م - نصر,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,127,مدينه نصر اول,Br,2025,1
2025-01-25 10:31:38,25103161,0/1/1/73549,2025-01-23 12:06:43,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-04-01,101515CB,39676,سامح الامام  - 4021589,قطعة 10بلوك107ش محمد احمد سليم الحى السابع م - نصر,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,127,مدينه نصر اول,Br,2025,1
2025-01-16 12:05:31,24931538,0/1/1/59864,2025-01-15 15:59:01,21215,FORTIBONE 10 SACHET,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,334.4,304.77216,334.4,380.0,2026-05-01,101291CB,56277,عمرو عبد الحميد - فيصل  ( نقدى ),برج كامل - طريق كفر طهرمس - الطالبية - فيصل,5.0,pharmacy,0.0,4010402,فرع ربيع الجيزى المنيل سابقا,14,الجيزة,1414,الجيزة,Br,2025,1
2025-01-11 11:57:27,24802364,0/3/1/313,2025-01-11 10:06:04,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,3.0,0,3,0,924.0,280.7112,308.0,350.0,2027-04-01,101516CB,28643,رانية حلمي - الرحاب 1 ,محل 13 المركز التجاري الاول - مدينه الرحاب,5.0,pharmacy,0.0,4010103,فرع الحجاز,1,القاهره,127,مدينه نصر اول,Br,2025,1
2025-01-07 11:54:53,24647768,0/1/1/491,2025-01-04 12:19:16,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-06-01,101519CB,44409,خالد احمد جمال الخولي - المطريه ( مطلوب سجل تجارى),14 ش زغلول قللينى المطرية,5.0,pharmacy,0.0,4010101,فرع الزيتون,1,القاهره,0,0,Br,2025,1
2025-01-28 14:30:02,25214540,0/1/1/22982,2025-01-28 14:04:34,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-07-01,101523CB,19063,جرجس مجدي - ميدان الجيش ,10 شارع الشيخ قمر - ميدان الجيش,5.0,pharmacy,0.0,4010205,فرع العباسية,1,القاهره,123,الوايلى,Br,2025,1
2025-01-07 11:10:14,24710776,0/1/1/726,2025-01-06 13:22:26,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-03-01,101341CB,44233,حازم متولى -  مدينه نصر ,10 شارع عاصم عبد الحميد - الحى الثامن,5.0,pharmacy,0.0,4010103,فرع الحجاز,1,القاهره,127,مدينه نصر اول,Br,2025,1
2025-01-06 13:06:30,24687273,0/1/1/40989,2025-01-05 14:42:17,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-04-01,101517CB,13986,عمرو عبدالفتاح / العبور,مركز العبور التجارى مدينة العبور / القاهرة,5.0,pharmacy,0.0,4010107,فرع النصر,1,القاهره,133,السلام,Br,2025,1
2025-01-06 13:06:35,24686857,0/1/1/40987,2025-01-05 14:35:07,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,616.0,280.7112,308.0,350.0,2027-04-01,101517CB,13986,عمرو عبدالفتاح / العبور,مركز العبور التجارى مدينة العبور / القاهرة,5.0,pharmacy,0.0,4010107,فرع النصر,1,القاهره,133,السلام,Br,2025,1
2025-01-15 13:49:08,24888831,0/1/1/1485,2025-01-14 11:39:33,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,519.2,236.59944,259.6,295.0,2026-07-01,101344CB,42139,غاده محمد البغدادي,مساكن العبد 1200 طريق بلبيس بلوك 10 مدخل 1 محل 1,5.0,pharmacy,0.0,4010103,فرع الحجاز,1,القاهره,133,السلام,Br,2025,1
2025-01-15 09:30:40,24890309,0/1/1/430,2025-01-14 11:59:38,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,10.0,0,10,0,3080.0,280.7112,308.0,350.0,2027-06-01,101519CB,60736,قطان - العطارين - مطلوب صورة رخصة واضحة ,76 شارع مسجد العطارين,5.0,pharmacy,0.0,4020404,فرع التعاون,2,الأسكندريه,201,الاسكندرية,Br,2025,1
2025-01-04 14:17:16,24626085,0/1/1/278,2025-01-02 14:11:16,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-03-31,101342CB,40268,عبدالمنعم - المعادى ,تقسيم البحرى عزبةجبريل شارع 77 المعادى منطقه 39,5.0,pharmacy,0.0,4010305,فرع جاردن سيتي,1,القاهره,101,القاهرة,Br,2025,1
2025-01-02 15:27:48,24571747,0/1/1/57,2025-01-01 10:45:15,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-04-01,101517CB,18090,علاء جبر -السلام ,مدينه السلام - وحده 3 عماره 10 مساكن صف الضباط,5.0,pharmacy,0.0,4010103,فرع الحجاز,1,القاهره,133,السلام,Br,2025,1
2025-01-22 11:41:46,25041967,0/1/1/1374,2025-01-21 09:20:33,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-06-01,101520CB,11320,شيماء نصر الله / قنا ,شارع كوبرى دندرة - قنا,5.0,pharmacy,0.0,4030302,فرع قنا الجديد,20,قنا,2012,قنا,Br,2025,1
2025-01-09 13:06:38,24769289,0/1/1/70945,2025-01-08 21:59:35,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,3.0,0,3,0,778.8,236.59944,259.6,295.0,2026-03-02,101339CB,41088,محمد عبدالناصر - مدينه نصر ,162 شارع امتداد رمسيس 2 محل ا الحى السادس م- نصر,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,127,مدينه نصر اول,Br,2025,1
2025-01-12 10:28:47,24808014,0/1/1/71222,2025-01-11 11:45:59,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-03-02,101339CB,41088,محمد عبدالناصر - مدينه نصر ,162 شارع امتداد رمسيس 2 محل ا الحى السادس م- نصر,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,127,مدينه نصر اول,Br,2025,1
2025-01-12 10:29:00,24806696,0/1/1/71216,2025-01-11 11:32:48,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-04-01,101515CB,41088,محمد عبدالناصر - مدينه نصر ,162 شارع امتداد رمسيس 2 محل ا الحى السادس م- نصر,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,127,مدينه نصر اول,Br,2025,1
