CR_TIME,INVOICE_SER,INVOICE_NO,INVOICE_DATE,ITEM_CODE,ITEM_NAME,SUPPLIER_CODE,SUPPLIER_NAME,STATUS,STATUS_NAME,ITEM_OUT_STATUS,STATUS_DESC,QTY_INVOICE,RETURN_QTY,QTY_PACK,QTY_UNIT,TOTAL_VALUE_INVOICE,BASE_PRICE,PHARMAIST_PRICE,COMMUNITY_PRICE,EXPIRE_DATE,BATCH_NO,CUSTOMER_CODE,CUSTOMER_NAME,CUSTOMER_ADDRESS,CUSTOMER_TYPE_CODE,EGYDRUG_CUSTOMER_TYPE,CUST_FAMILY,BRANCH_CODE,BRANCH_NAME,PROVINCE_CODE,PROVINCE_NAME,MRKZ_C,MRKZ_N,sheet src,Year,Month
2025-02-09 15:38:09,25482035,0/1/1/4402,2025-02-09 09:46:30,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,15.0,0,15,0,4620.0,280.7112,308.0,350.0,2027-07-01,101524CB,92187,جمال تاج الدين - القاهره الجديدة ,محل رقم 11 الدور الارضى قطعة 314 وجزء من 315 - القطاع الثانى - مركز المدينة / القاهرة الجديدة,5.0,pharmacy,0.0,4010103,فرع الحجاز,1,القاهره,101,القاهرة,Br,2025,2
2025-02-09 10:54:39,25471389,0/1/1/2440,2025-02-08 13:55:04,79,GENGIGEL GEL 1 20 ML,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,290.4,258.97872,290.4,330.0,2027-09-01,2403C00,80956,/هيثم زاهر-كتوبر2 ,الحى المتمبز-سنترطيبة ق7ب محل12,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,2
2025-02-16 15:21:20,25662797,0/1/1/2927,2025-02-16 14:15:26,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,519.2,236.59944,259.6,295.0,2026-02-01,101325CB,81141,احمد جمعة  /( مطلوب بطاقه شخصيه للمدير ),منطقه قبلى البوابه - مدينه الباويطى  الواحات البحريه,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,0,0,Br,2025,2
2025-02-12 12:18:19,25552079,0/1/1/4698,2025-02-11 13:02:48,21215,FORTIBONE 10 SACHET,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,334.4,304.77216,334.4,380.0,2026-05-01,101291CB,82712,سها رضا - م.نصر,محل رقم ب عمارة رقم 3105 مشروع عمارات زهراء مدينة نصر / القاهرة ,5.0,pharmacy,0.0,4010103,فرع الحجاز,1,القاهره,731,منية النصر,Br,2025,2
2025-02-03 13:49:53,25302288,0/1/1/61326,2025-02-02 10:02:42,21215,FORTIBONE 10 SACHET,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,334.4,304.77216,334.4,380.0,2027-02-01,101379CB,48930,السيد احمد ابوالمجد /بدون سموم / مطلوب اوراق تحديث ,منيل شيحة - الجيزه,5.0,pharmacy,0.0,4010402,فرع ربيع الجيزى المنيل سابقا,14,الجيزة,1414,الجيزة,Br,2025,2
2025-02-10 10:59:56,25489798,0/1/1/76281,2025-02-09 11:47:09,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-03-02,101339CB,42776,التحرير ( ورثه ) -جسر السويس,66 شارع جسرالسويس  الزيتون,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,125,الزيتون,Br,2025,2
2025-02-20 11:32:56,25735323,0/1/1/7160,2025-02-19 11:30:27,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-06-01,101522CB,42438,اسامة دراج  -عين شمس ,2ش غاندى من جسر السويس عين شمس,5.0,pharmacy,0.0,4010101,فرع الزيتون,1,القاهره,131,عين شمس,Br,2025,2
2025-02-04 13:29:41,25370301,0/1/1/75402,2025-02-04 10:40:09,21215,FORTIBONE 10 SACHET,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,668.8,304.77216,334.4,380.0,2027-02-01,101379CB,42395,احمد و احمد / مصر الجديدة,9 شارع البوستة من شارع الاهرام - مصر الجديدة - بجوار ملاهى ادهم,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,0,0,Br,2025,2
2025-02-10 10:55:03,25499809,0/1/1/76388,2025-02-09 14:35:14,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,7.0,0,7,0,2156.0,280.7112,308.0,350.0,2027-04-01,101515CB,42395,احمد و احمد / مصر الجديدة,9 شارع البوستة من شارع الاهرام - مصر الجديدة - بجوار ملاهى ادهم,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,0,0,Br,2025,2
2025-02-11 14:31:55,25493369,0/1/1/62412,2025-02-10 12:19:49,21215,FORTIBONE 10 SACHET,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,334.4,304.77216,334.4,380.0,2027-02-01,101379CB,2813,اسامة و احمد / كفر طهرمس ,19ش كفر طهرمس برج الاهرام فيصل,5.0,pharmacy,0.0,4010402,فرع ربيع الجيزى المنيل سابقا,14,الجيزة,1414,الجيزة,Br,2025,2
2025-02-27 14:06:52,25895009,0/3/1/1091,2025-02-26 15:27:06,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,3.0,0,3,0,924.0,280.7112,308.0,350.0,2027-07-01,101524CB,43327,العشري - الزيتون,43 شارع سنان - الزيتون,5.0,pharmacy,0.0,4010101,فرع الزيتون,1,القاهره,125,الزيتون,Br,2025,2
2025-02-17 13:27:28,25530143,0/1/1/23979,2025-02-10 14:51:55,21215,FORTIBONE 10 SACHET,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,668.8,304.77216,334.4,380.0,2027-02-01,101379CB,43481,المحبة وايلى*نقـــــدا**ع***,39 شارع عشره بجوار قسم الحدائق - الوايلي الكبير,5.0,pharmacy,0.0,4010205,فرع العباسية,1,القاهره,0,0,Br,2025,2
2025-02-05 14:07:57,25395790,0/1/1/2286,2025-02-04 21:20:02,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-06-01,101520CB,25474,المروه الحديثه / الهرم,10 مساكن نقابات الرمايه,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,2
2025-02-09 12:55:42,25480720,0/1/1/2463,2025-02-08 23:32:50,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,5.0,0,5,0,1540.0,280.7112,308.0,350.0,2027-06-01,101520CB,25474,المروه الحديثه / الهرم,10 مساكن نقابات الرمايه,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,2
2025-02-05 11:38:42,25316618,0/1/1/61381,2025-02-02 13:17:09,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,616.0,280.7112,308.0,350.0,2027-06-01,101522CB,56019,المعاصر,112 شارع البحر الاعظم برج الخطيبال,5.0,pharmacy,0.0,4010402,فرع ربيع الجيزى المنيل سابقا,14,الجيزة,1414,الجيزة,Br,2025,2
2025-02-06 09:57:17,25412119,0/1/1/1684,2025-02-05 13:29:09,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-04-01,101516CB,23476,سامي - طوخ,شارع نفق طوخ الجديد,5.0,pharmacy,0.0,4020301,فرع بنها,9,القليوبية,915,طوخ,Br,2025,2
2025-02-15 12:42:46,25615053,0/1/1/4942,2025-02-13 14:35:12,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-07-01,101345CB,39800, سليمان باشا  - وسط البلد ,6 طلعت حرب - وسط البلد,5.0,pharmacy,0.0,4010302,فرع شريف,1,القاهره,101,القاهرة,Br,2025,2
2025-02-27 11:21:38,25870724,0/2/1/1784,2025-02-25 14:50:44,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,3.0,0,3,0,778.8,236.59944,259.6,295.0,2026-02-01,101325CB,34441,ريجان عبدالرحمن -6اكتوبر (مطلوب سجل حديث ),الحي 3 مج 8 عماره 1725محل 1,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,2
2025-02-27 11:21:44,25872037,0/3/1/761,2025-02-25 15:11:27,21215,FORTIBONE 10 SACHET,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,334.4,304.77216,334.4,380.0,2027-02-01,101379CB,34441,ريجان عبدالرحمن -6اكتوبر (مطلوب سجل حديث ),الحي 3 مج 8 عماره 1725محل 1,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,2
2025-02-06 14:41:38,25421222,0/3/1/496,2025-02-05 15:42:29,79,GENGIGEL GEL 1 20 ML,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,290.4,258.97872,290.4,330.0,2027-09-01,2403C00,34441,ريجان عبدالرحمن -6اكتوبر (مطلوب سجل حديث ),الحي 3 مج 8 عماره 1725محل 1,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,14,الجيزة,1414,الجيزة,Br,2025,2
2025-02-06 15:21:31,25431662,0/3/1/1181,2025-02-06 10:50:02,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,616.0,280.7112,308.0,350.0,2027-07-01,101524CB,39484,رانية - الرحاب 2,محل 109بالسوق التجارى منطقة الخدمات المنزلية مدنية الرحاب -مدينة القاهرة الجديدة,5.0,pharmacy,0.0,4010103,فرع الحجاز,1,القاهره,127,مدينه نصر اول,Br,2025,2
2025-02-12 12:54:31,25568740,0/1/1/76871,2025-02-12 10:32:46,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-04-01,101515CB,39482,طارق محمد /  اجل بدون سموم ,24 ا عمارات العبور صلاح سالم,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,104,الشروق,Br,2025,2
2025-02-17 16:19:04,25695912,0/1/1/16789,2025-02-17 15:17:12,80,GENGIGEL GEL THEETHIN 1 20 ML,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,5.0,0,5,0,1452.0,258.97872,290.4,330.0,2026-04-01,2302B00,44140,جمال / حمامات القبة ,20 شارع دار السلام - حمامات القبة - قسم الزيتون - القاهرة ,5.0,pharmacy,0.0,4010206,فرع رمسيس,1,القاهره,125,الزيتون,Br,2025,2
2025-02-13 09:35:48,25584415,0/1/1/16593,2025-02-12 14:06:03,80,GENGIGEL GEL THEETHIN 1 20 ML,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,6.0,0,6,0,1742.4,258.97872,290.4,330.0,2026-04-01,2302B00,44140,جمال / حمامات القبة ,20 شارع دار السلام - حمامات القبة - قسم الزيتون - القاهرة ,5.0,pharmacy,0.0,4010206,فرع رمسيس,1,القاهره,125,الزيتون,Br,2025,2
2025-02-16 16:09:05,25658858,0/1/1/16708,2025-02-16 13:03:06,80,GENGIGEL GEL THEETHIN 1 20 ML,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,290.4,258.97872,290.4,330.0,2026-04-01,2302B00,44140,جمال / حمامات القبة ,20 شارع دار السلام - حمامات القبة - قسم الزيتون - القاهرة ,5.0,pharmacy,0.0,4010206,فرع رمسيس,1,القاهره,125,الزيتون,Br,2025,2
2025-02-06 11:18:11,25410293,0/1/1/4069,2025-02-05 12:55:54,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-07-01,101344CB,44233,حازم متولى -  مدينه نصر ,10 شارع عاصم عبد الحميد - الحى الثامن,5.0,pharmacy,0.0,4010103,فرع الحجاز,1,القاهره,127,مدينه نصر اول,Br,2025,2
2025-02-04 11:03:33,25284248,0/1/1/42681,2025-02-01 13:08:54,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,616.0,280.7112,308.0,350.0,2027-07-01,101523CB,13986,عمرو عبدالفتاح / العبور,مركز العبور التجارى مدينة العبور / القاهرة,5.0,pharmacy,0.0,4010107,فرع النصر,1,القاهره,133,السلام,Br,2025,2
2025-02-11 09:55:43,25522988,0/2/1/1048,2025-02-10 12:48:28,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,616.0,280.7112,308.0,350.0,2027-07-01,101524CB,78387,لليان - الشرابيه / مطلوب اوراق تحديث,15 شارع كرم ابو خليفه - الشرابيه,5.0,pharmacy,0.0,4010203,فرع شبرا,1,القاهره,119,الشرابيه,Br,2025,2
2025-02-22 09:45:59,25763444,0/1/1/7292,2025-02-20 11:52:49,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-06-01,101522CB,40455,عمر المختار -المطرية,7ش مدرسةعمر المختار,5.0,pharmacy,0.0,4010101,فرع الزيتون,1,القاهره,724,المطرية,Br,2025,2
2025-02-05 12:06:21,25351610,0/1/1/3362,2025-02-04 11:43:40,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,616.0,280.7112,308.0,350.0,2027-01-01,101387,45312,لمياء احمد فاروق - اطسا ,شارع ابو بكر الصديق - اطسا,5.0,pharmacy,0.0,4030101,فرع الفيوم,15,الفيوم,1503,اطسا,Br,2025,2
2025-02-02 10:39:31,25294819,0/1/1/74836,2025-02-01 16:11:23,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,519.2,236.59944,259.6,295.0,2026-03-02,101339CB,68817,فادى عبدالملك - مصر الجديدة ,247 شارع الحجاز مصر الجديده اخر مترو النزهه,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,129,مصر الجديده,Br,2025,2
2025-02-03 09:51:49,25319253,0/1/1/1684,2025-02-02 13:50:22,21215,FORTIBONE 10 SACHET,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,3.0,0,3,0,1003.2,304.77216,334.4,380.0,2026-05-01,101290CB,68472,علاء الدين محمد خير/ حلوان,حلوان - امتداد 15 مايو - الوحده المركبه 7 ، 8 محل رقم 1,5.0,pharmacy,0.0,4010303,فرع حلوان,1,القاهره,2701,حلوان,Br,2025,2
2025-02-12 10:37:06,25556305,0/1/1/4711,2025-02-11 13:53:13,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,7.0,0,7,0,2156.0,280.7112,308.0,350.0,2027-07-01,101524CB,40258,عبدالله فراج - شيراتون  ,44عمارات مصر للتعمير المنطقة الاولى - النزهة - مطلوب  صورة بطاقة شخصية ,5.0,pharmacy,0.0,4010103,فرع الحجاز,1,القاهره,130,النزهه,Br,2025,2
2025-02-12 11:14:22,25543165,0/1/1/2167,2025-02-11 10:56:31,79,GENGIGEL GEL 1 20 ML,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,290.4,258.97872,290.4,330.0,2027-09-01,2403C00,22194,محمد مشعل -الخلفاوى - نقدي شباك ( تم نقله من فرع اغاخان ) ,315 شارع شبرا مصر امام مكتب بريد الخلفاوى,5.0,pharmacy,0.0,4010203,فرع شبرا,1,القاهره,120,شبرا,Br,2025,2
2025-02-27 14:48:00,25907907,0/3/1/236,2025-02-27 12:10:20,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-02-01,101506CB,19245,محمد رضا على السيد - اشمون / سبك الاحد,ش-دايرالناحية-سبك الاحد-اشمون,5.0,pharmacy,0.0,4020308,فرع اشمون,10,المنوفية,1012,اشمون,Br,2025,2
2025-02-06 12:53:20,25410602,0/1/1/2727,2025-02-05 12:51:00,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-02-01,101325CB,17352,احمد لطفى على - بدون سموم -,بم ابراهيم مغاورى -الكوادى,5.0,pharmacy,0.0,4020308,فرع اشمون,10,المنوفية,1012,اشمون,Br,2025,2
2025-02-16 09:42:47,25629716,0/1/1/3084,2025-02-15 13:51:23,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-02-01,101321,34100,غاده - الكوم الاحمر/بنى سويف,الكوم الاحمر -بنىسويف,5.0,pharmacy,0.0,4030103,فرع بني سويف,16,بني سويف,0,0,Br,2025,2
2025-02-15 09:46:49,25605950,0/1/1/2328,2025-02-13 12:23:01,79,GENGIGEL GEL 1 20 ML,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,290.4,258.97872,290.4,330.0,2027-09-01,2403C00,40584,فرحات - الترعة ,55 شارع الترعه البولاقية,5.0,pharmacy,0.0,4010203,فرع شبرا,1,القاهره,120,شبرا,Br,2025,2
2025-02-02 14:25:30,25307764,0/3/1/534,2025-02-02 11:15:18,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-03-01,101341CB,61503,هزاع / امبروز,الحضرة - الاسكندرية - شابن جامع - امبرروزو,5.0,pharmacy,0.0,4020405,فرع باب شرق,2,الأسكندريه,201,الاسكندرية,Br,2025,2
2025-02-16 09:46:25,25634925,0/1/1/77310,2025-02-15 13:14:14,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,2.0,0,2,0,616.0,280.7112,308.0,350.0,2027-04-01,101515CB,41583,ناجح /مدينه نصر,ق32 ب93 4ش فتح الله حي7,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,127,مدينه نصر اول,Br,2025,2
2025-02-08 16:45:29,25462589,0/1/1/76082,2025-02-08 11:46:28,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,5.0,0,5,0,1298.0,236.59944,259.6,295.0,2026-03-02,101339CB,96887,لؤى - 6اكتوبر,قطعة16بلوك22رئيسى جمعية 6اكتوبر-طريق مصر,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,1402,6 أكتوبر,Br,2025,2
2025-02-08 16:45:29,25462589,0/1/1/76082,2025-02-08 11:46:28,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,5.0,0,5,0,1540.0,280.7112,308.0,350.0,2027-04-01,101515CB,96887,لؤى - 6اكتوبر,قطعة16بلوك22رئيسى جمعية 6اكتوبر-طريق مصر,5.0,pharmacy,0.0,4010102,فرع هليوبليس,1,القاهره,1402,6 أكتوبر,Br,2025,2
2025-02-22 15:53:06,25791540,0/1/1/5795,2025-02-22 13:08:50,21215,FORTIBONE 10 SACHET,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,334.4,304.77216,334.4,380.0,2026-05-01,101291CB,99401,محمد مهدى - م.نصر,43ش محمد كامل المنطقة6 م نصر,5.0,pharmacy,0.0,4010103,فرع الحجاز,1,القاهره,127,مدينه نصر اول,Br,2025,2
2025-02-09 10:58:44,25458944,0/1/1/4287,2025-02-08 11:20:17,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-07-01,101344CB,64880,ايمان الجديدة,موكاي مول-قطعة 2/3 المجاورة الثانية -محل رقم 7 الدور الارضي -المنطقة السابعة الشروق,5.0,pharmacy,0.0,4010103,فرع الحجاز,1,القاهره,104,الشروق,Br,2025,2
2025-02-22 08:57:02,25732073,0/1/1/1292,2025-02-19 10:53:17,9546,CH-ALPHA SACHETS POWD 10 10.4 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,259.6,236.59944,259.6,295.0,2026-03-02,101339CB,65807,مستشفى القاهرة التخصصى - روكسى,4ش ابو عبيده البكرى - القاهرة,4.0,Private Hospital,0.0,503,مركز تموين مستشفيات الخاصة القاهرة,1,القاهره,0,0,Br,2025,2
2025-02-20 09:53:18,25748919,0/1/1/3157,2025-02-19 15:04:15,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2185,BIOTECH PHARMA,1,اساسى,1,اساسى,1.0,0,1,0,308.0,280.7112,308.0,350.0,2027-06-01,101520CB,93969,حسام الدين - مؤجرة حسب التعليمات الماليه بدون سموم (نوريكوفارما),قطعه 21 منطقه د شارع ب حدائق الاهرام,5.0,pharmacy,0.0,4010404,فرع حدائق الاهرام,0,0,0,0,Br,2025,2
